Protein_id,Protein_description,Gene_name,hrp_1,hrp_2,h2o2_1,h2o2_2,t4_1,t4_2,t5_1,t5_2,signal_ratio,fp,tp,tpr,fpr,tpr_fpr,fdr
3443,SD25906p;Metallophos domain-containing protein,CG16717;Dmel\CG16717,5.8303,5.5249,5.5868,5.5279,5.5096,5.4811,5.8695,6.0454,0.3446000000000007,0,0,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
FBgn0263197,"Patronin, isoform J;Patronin, isoform I;Patronin, isoform N;Patronin, isoform K;Patronin, isoform M;Patronin, isoform L;Patronin;Patronin;Patronin, Isoform A;Patronin, Isoform B;Patronin, isoform D;Patronin, isoform E;Patronin, isoform F;Patronin, isoform O;Patronin (Fragment);GH09618p",Patronin,6.274,6.256,6.3035,6.2081,6.3564,6.3705,6.6005,6.525,0.34450000000000003,0,0,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
1035,"LK6 protein kinase;LD17393p;Lk6 kinase, isoform B",Lk6,7.3689,6.9162,6.9876,6.8636,6.7722,6.8312,7.2592,7.2625,0.34299999999999997,0,0,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
3435,F-spondin,fat-spondin,5.614,5.6459,5.5326,5.5423,5.5672,5.6044,5.9886,5.9594,0.3426999999999998,0,0,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
3740,ATPase H(+)-transporting accessory protein 2,ATP6AP2,5.4843,5.1209,5.1891,5.2204,5.2759,5.2635,5.4635,5.5058,0.3426,0,0,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
3113,"Uncharacterized protein, isoform F",CG16851;CG31846;CR31846;mdcds_2231,6.1252,5.6359,5.8747,5.8708,5.8469,5.8643,5.9779,6.1066,0.34199999999999964,0,0,0.08333333333333333,0.021604938271604937,0.06172839506172839,0.012280701754385965
FBgn0267849,LD23667p,Syx7,6.4384,6.3873,6.6046,6.5842,6.7122,6.7076,6.729,6.7539,0.34170000000000034,0,1,0.08536585365853659,0.021604938271604937,0.06376091538693165,0.012280701754385965
3569,[Histone H3]-dimethyl-L-lysine(36) demethylase;JmjC domain-containing histone demethylation protein 1;[Histone H3]-dimethyl-L-lysine(36) demethylase,Kdm2;Kdm2-RB,5.72,5.4356,5.5868,5.4771,5.3731,5.3818,5.7769,5.7817,0.3413000000000004,0,0,0.08536585365853659,0.021604938271604937,0.06376091538693165,0.012280701754385965
FBgn0031150,"Bves, isoform C;Bves, isoform D;BVES",bves,6.4515,6.2276,6.4262,6.3701,6.3804,6.383,6.5682,6.5487,0.34060000000000024,0,0,0.08536585365853659,0.021604938271604937,0.06376091538693165,0.012280701754385965
2975,"Uncharacterized protein, isoform C;GH25289p",CG11625;Dmel\CG31221,5.3038,5.9586,5.9127,5.5935,6.2024,6.1951,6.2989,6.4448,0.34030000000000005,0,0,0.08536585365853659,0.021604938271604937,0.06376091538693165,0.012280701754385965
3337,Aminoacyl-tRNA hydrolase,Dmel\CG17327,5.6249,5.556,5.719,5.862,5.7916,5.7959,5.8961,5.7695,0.3400999999999996,0,0,0.08536585365853659,0.021604938271604937,0.06376091538693165,0.012280701754385965
FBgn0034230,"Uncharacterized protein, isoform C;FI05912p;SD26770p;GM09415p",CG4853;Dmel\CG4853,5.5838,5.3632,5.4332,5.4831,5.3586,5.3154,5.7031,5.7254,0.3399000000000001,0,0,0.08536585365853659,0.021604938271604937,0.06376091538693165,0.012280701754385965
FBgn0015558,Protein tweety homolog;Protein tweety homolog;Protein tweety,tty,7.4817,7.1751,6.8904,7.1582,7.402,7.4742,7.5148,7.485,0.33970000000000056,0,1,0.08739837398373984,0.021604938271604937,0.0657934357121349,0.012280701754385965
FBgn0033313,"Latrophilin Cirl;Latrophilin Cirl;Latrophilin Cirl;Latrophilin Cirl, Isoform B;Latrophilin Cirl",Cirl;Cirl-RF,6.3691,5.9402,6.3711,6.1876,6.5889,6.6025,6.2794,6.2832,0.33919999999999995,0,1,0.08943089430894309,0.021604938271604937,0.06782595603733815,0.012280701754385965
FBgn0034718,Protein windpipe,wdp,6.5857,6.1141,6.0163,5.7856,6.508,6.4973,6.4529,6.4159,0.3388,0,1,0.09146341463414634,0.021604938271604937,0.0698584763625414,0.012280701754385965
1826,HDC08474,HDC08474,6.7469,6.3271,6.4837,6.3661,6.6439,6.5961,6.6658,6.684,0.3387000000000002,0,0,0.09146341463414634,0.021604938271604937,0.0698584763625414,0.012280701754385965
FBgn0034792,"YME1 like ATPase, isoform D;ATP-dependent zinc metalloprotease YME1L;ATP-dependent zinc metalloprotease YME1L, Isoform B",YME1L,6.3686,6.0793,6.1726,6.044,6.1491,6.1817,6.4179,6.3864,0.33860000000000046,1,0,0.09146341463414634,0.023148148148148147,0.0683152664859982,0.013157894736842105
FBgn0037239,Sideroflexin-1-3,Sfxn1-3,6.5976,6.8874,6.7949,6.8367,7.1787,7.273,7.2245,6.7462,0.3370999999999995,1,0,0.09146341463414634,0.024691358024691357,0.06677205660945498,0.014035087719298246
2702,Calcium-transporting ATPase,CG2165-RC;HDC16691;PMCA,6.1272,6.0712,6.0749,6.1133,5.9766,6.0581,6.4083,6.2903,0.3370999999999995,0,0,0.09146341463414634,0.024691358024691357,0.06677205660945498,0.014035087719298246
3685,"IP12466p;Uncharacterized protein, isoform B",CG7460;Dmel\CG7460,5.605,5.1845,5.519,5.3985,5.2252,5.313,5.5215,5.4982,0.33699999999999974,0,0,0.09146341463414634,0.024691358024691357,0.06677205660945498,0.014035087719298246
3316,Probable lysine-specific histone demethylase 1;Probable lysine-specific histone demethylase 1;Possible lysine-specific histone demethylase 1,Su(var)3-3,6.0049,5.649,5.7173,5.6377,5.5632,5.5222,5.9849,6.0981,0.33589999999999964,0,0,0.09146341463414634,0.024691358024691357,0.06677205660945498,0.014035087719298246
FBgn0039067,WD repeat-containing protein 55 homolog,wda,5.8186,6.0316,5.775,5.6111,5.5735,5.574,6.3672,5.6184,0.33560000000000034,1,0,0.09146341463414634,0.026234567901234566,0.06522884673291177,0.014912280701754385
3383,LD21102p;UDP-glycosyltransferase,Ugt35A1,6.1661,5.6747,5.6837,5.648,5.3727,5.3574,6.0102,5.849,0.3355000000000006,0,0,0.09146341463414634,0.026234567901234566,0.06522884673291177,0.014912280701754385
FBgn0038853,FI04035p,RhoGAP93B,7.3416,7.1833,7.3509,7.3592,7.3635,7.4136,7.5188,7.4929,0.3354999999999997,1,0,0.09146341463414634,0.027777777777777776,0.06368563685636856,0.015789473684210527
766,Osiris 21,Osi21,7.6372,7.0463,7.3297,7.1856,6.732,6.7696,7.3815,7.6701,0.3352000000000004,0,0,0.09146341463414634,0.027777777777777776,0.06368563685636856,0.015789473684210527
FBgn0001994,RE01132p;LD02349p;Activator protein 4,crp,6.179,5.8024,5.8557,5.9501,6.0703,6.1203,6.1351,6.1574,0.3327000000000009,1,0,0.09146341463414634,0.029320987654320986,0.06214242697982535,0.016666666666666666
FBgn0046704,"Liprin-alpha, isoform E;Liprin-alpha, isoform D;LD33094p",Liprin-alpha,7.349,7.0213,7.044,7.2223,7.3536,7.376,7.3537,7.3471,0.3323999999999998,0,0,0.09146341463414634,0.029320987654320986,0.06214242697982535,0.016666666666666666
FBgn0085409,"Smoke alarm, isoform D",smal,6.3217,6.1945,6.3051,6.2712,6.3606,6.385,6.5261,6.5298,0.3315999999999999,0,1,0.09349593495934959,0.029320987654320986,0.0641749473050286,0.016666666666666666
FBgn0039089,"Beaten path IV, isoform B;Beaten path IV, isoform A",beat-IV,6.9919,6.4689,6.3463,6.3754,6.8008,6.8793,6.7989,6.9435,0.33000000000000007,0,1,0.09552845528455285,0.029320987654320986,0.06620746763023186,0.016666666666666666
FBgn0036341,LD27581p,Syx13,6.4108,6.0382,6.078,6.0866,6.2255,6.22,6.3679,6.3952,0.3296999999999999,0,1,0.0975609756097561,0.029320987654320986,0.06823998795543512,0.016666666666666666
FBgn0015582,"NADPH:adrenodoxin oxidoreductase, mitochondrial;NADPH:adrenodoxin oxidoreductase, mitochondrial;NADPH:adrenodoxin oxidoreductase, mitochondrial",dare;dare-RA,5.9727,5.4684,5.69,5.5853,5.5477,5.525,5.7971,5.9567,0.32870000000000044,1,0,0.0975609756097561,0.030864197530864196,0.0666967780788919,0.017543859649122806
3514,Phosphatidylinositol-3-phosphate phosphatase;Phosphatidylinositol-3-phosphate phosphatase;Phosphatidylinositol-3-phosphate phosphatase,Dmel\CG3632,5.9891,5.4494,5.6561,5.4369,5.3674,5.3541,5.778,5.8318,0.3285999999999998,0,0,0.0975609756097561,0.030864197530864196,0.0666967780788919,0.017543859649122806
2811,"Uncharacterized protein, isoform A;CG18067 protein (Fragment);CG18067 protein (Fragment);CG18067 protein (Fragment);FI07351p (Fragment);RH52661p (Fragment)",Bbd;CG18067;CG18067-RA,6.4381,5.94,5.9551,5.8268,5.914,5.9548,6.2682,6.3172,0.3281999999999998,0,0,0.0975609756097561,0.030864197530864196,0.0666967780788919,0.017543859649122806
3642,B-block_TFIIIC domain-containing protein,FBgn 32517,5.4121,5.4122,5.3142,5.442,5.3998,5.3696,5.7401,5.7837,0.32789999999999964,0,0,0.0975609756097561,0.030864197530864196,0.0666967780788919,0.017543859649122806
FBgn0039277,RH20440p;FI20018p1,Nepl16,7.0442,7.0193,6.9949,6.8807,7.2693,7.3213,7.347,7.2311,0.3277000000000001,0,1,0.09959349593495935,0.030864197530864196,0.06872929840409515,0.017543859649122806
3355,PRP4 pre-mRNA-processing factor 4 homolog;PRP4 pre-mRNA-processing factor 4 homolog;PRP4 pre-mRNA-processing factor 4 homolog;PRP4 pre-mRNA-processing factor 4 homolog,Prp4k,6.0021,5.5775,5.7239,5.6296,5.6044,5.6227,5.9049,5.8528,0.3273999999999999,0,0,0.09959349593495935,0.030864197530864196,0.06872929840409515,0.017543859649122806
3372,"Egalitarian;RE33408p;Egalitarian, isoform B",egl,5.7614,5.6322,5.6337,5.6011,5.6357,5.6542,5.9563,5.9475,0.3240999999999996,0,0,0.09959349593495935,0.030864197530864196,0.06872929840409515,0.017543859649122806
FBgn0036926,"Uncharacterized protein, isoform A",BcDNA:RH69723;Dmel\CG7646,6.5316,6.0116,4.7324,6.0054,6.7216,6.8004,6.3353,6.8254,0.32370000000000054,0,0,0.09959349593495935,0.030864197530864196,0.06872929840409515,0.017543859649122806
2957,"Neural-cadherin, Isoform E;Neural-cadherin, Isoform G;Cadherin-N, isoform L;Cadherin-N, isoform K",CadN,6.1825,5.908,6.0276,6.0146,5.5931,5.7185,6.2317,6.2967,0.32369999999999965,0,0,0.09959349593495935,0.030864197530864196,0.06872929840409515,0.017543859649122806
FBgn0250843,Proteasome subunit alpha type;Proteasome subunit alpha type-1,Prosalpha6,7.3439,7.0899,7.0591,6.9828,7.0634,7.0146,7.4136,7.1694,0.32369999999999965,1,0,0.09959349593495935,0.032407407407407406,0.06718608852755195,0.018421052631578946
3137,Similar to semaphorin-I;MIP07328p,Sema1b,6.3812,5.6587,5.9303,5.6089,5.8186,5.8208,5.982,6.0055,0.3233000000000006,0,0,0.09959349593495935,0.032407407407407406,0.06718608852755195,0.018421052631578946
2806,Guanine nucleotide-binding protein subunit gamma-1,Ggamma1,6.2393,5.8719,5.9451,5.9291,6.1392,6.1457,6.1948,6.1578,0.32289999999999974,0,0,0.09959349593495935,0.032407407407407406,0.06718608852755195,0.018421052631578946
FBgn0015790,FI09227p;Drab11;RH21315p,Rab11;Rab11-RB,6.7147,6.2411,6.346,6.3275,6.4748,6.4725,6.5638,6.5142,0.3226999999999993,0,1,0.1016260162601626,0.032407407407407406,0.06921860885275519,0.018421052631578946
3506,"Uncharacterized protein, isoform D;RH51268p;RE58036p",BcDNA:RH51268;Dmel\CG9368,5.9532,5.5041,5.4195,5.3911,5.5793,5.5012,5.8259,5.7859,0.32179999999999964,0,0,0.1016260162601626,0.032407407407407406,0.06921860885275519,0.018421052631578946
3441,"Crk oncogene, isoform E;Crk oncogene, isoform B;Adapter molecule Crk",Crk;Crk-RB,5.7737,5.4973,5.632,5.6098,5.5971,5.6246,5.819,5.8272,0.3216999999999999,0,0,0.1016260162601626,0.032407407407407406,0.06921860885275519,0.018421052631578946
3798,Ubiquitin-conjugating enzyme E2-22 kDa;E2 ubiquitin-conjugating enzyme,Ubc4,5.3025,5.0894,4.9485,5.0975,5.0119,4.974,5.4106,5.4966,0.32119999999999926,0,0,0.1016260162601626,0.032407407407407406,0.06921860885275519,0.018421052631578946
3184,LD28127p,Cg17746,5.707,5.8086,5.9083,5.7613,5.8499,5.8905,6.1293,5.9336,0.32069999999999954,0,0,0.1016260162601626,0.032407407407407406,0.06921860885275519,0.018421052631578946
3498,KAT8 regulatory NSL complex subunit 2;KAT8 regulatory NSL complex subunit 2;KAT8 regulatory NSL complex subunit 2,dgt1,5.7221,5.5105,5.5636,5.5912,5.4385,5.4751,5.8312,5.8822,0.32069999999999954,0,0,0.1016260162601626,0.032407407407407406,0.06921860885275519,0.018421052631578946
1288,"Radish, isoform M;Radish, isoform I;Radish, isoform K;Radish, isoform L;Radish, isoform J",rad,6.6589,6.81,6.8697,6.7267,6.8524,6.8032,7.13,7.0892,0.3200000000000003,0,0,0.1016260162601626,0.032407407407407406,0.06921860885275519,0.018421052631578946
FBgn0020414,"Chitinase-like protein Idgf3;Imaginal disc growth factor 3, isoform D",Idgf3,6.6431,6.3621,6.3421,6.2881,6.6214,6.5917,6.6808,6.5688,0.31869999999999976,0,1,0.10365853658536585,0.032407407407407406,0.07125112917795845,0.018421052631578946
FBgn0038343,Trissin,Trissin,5.5628,5.4289,5.4334,5.5023,5.5095,5.5453,5.7475,5.8473,0.3186,0,0,0.10365853658536585,0.032407407407407406,0.07125112917795845,0.018421052631578946
3493,"Pollux, isoform E;FI17814p1",plx,5.6839,5.4522,5.7343,5.5038,5.6132,5.6954,5.7701,5.5833,0.31789999999999985,0,0,0.10365853658536585,0.032407407407407406,0.07125112917795845,0.018421052631578946
FBgn0036680,"Cuticular protein 73D, isoform C;Cuticular protein 73D, isoform B",Cpr73D,7.013,6.6635,6.788,6.6628,6.7622,6.6723,6.9806,6.9597,0.31709999999999994,0,1,0.10569105691056911,0.032407407407407406,0.07328364950316171,0.018421052631578946
FBgn0039332,RT10118p (Fragment);Astrocytic leucine-rich repeat molecule,alrm;CG11910-RA,6.8385,6.5805,6.5738,6.5903,7.0557,7.0855,6.8971,7.0066,0.3166000000000002,0,1,0.10772357723577236,0.032407407407407406,0.07531616982836495,0.018421052631578946
FBgn0259210,"Prominin, isoform E;IP13255p;Prominin, isoform D;Prominin;Prominin, isoform C",prom,7.1872,7.0761,6.9437,7.122,7.519,7.4046,7.3927,7.3751,0.3165999999999993,0,1,0.10975609756097561,0.032407407407407406,0.07734869015356821,0.018421052631578946
FBgn0036619,Cuticular protein 72Ec,Cpr72Ec,7.0743,6.2785,6.3441,6.2692,6.655,6.4539,6.5946,6.584,0.3160999999999996,0,1,0.11178861788617886,0.032407407407407406,0.07938121047877145,0.018421052631578946
FBgn0000412,"D1 chromosomal protein, isoform C;Chromosomal protein D1",D1,6.7894,6.4517,6.6285,6.5671,6.249,6.3088,6.7669,6.7894,0.3151999999999999,1,0,0.11178861788617886,0.033950617283950615,0.07783800060222824,0.01929824561403509
2930,Stress-activated map kinase-interacting protein 1,Sin1,5.9493,5.8346,5.9152,6.0002,6.0723,6.1047,6.1497,6.0595,0.31510000000000016,0,0,0.11178861788617886,0.033950617283950615,0.07783800060222824,0.01929824561403509
FBgn0002567,"Rab32, isoform B",Rab32,7.0847,6.9663,6.8537,7.1899,7.5893,7.5055,7.281,7.1239,0.3146999999999993,0,0,0.11178861788617886,0.033950617283950615,0.07783800060222824,0.01929824561403509
FBgn0000253,Calmodulin;AT15141p (Fragment);Calmodulin,Cam;Cam-RB,7.0015,6.4681,6.7361,6.5437,6.7727,6.7711,6.7827,6.9504,0.31460000000000043,1,0,0.11178861788617886,0.035493827160493825,0.07629479072568504,0.02017543859649123
FBgn0267435,"Chaoptin, isoform C;Chaoptin, isoform F;Chaoptin, isoform D;Chaoptin, isoform E;RT10219p (Fragment);GH20134p;RT11146p (Fragment);Chaoptin",chp;chp-RA,8.4239,8.3688,8.4167,8.4691,8.8021,8.564,8.6834,8.7106,0.31460000000000043,0,1,0.11382113821138211,0.035493827160493825,0.07832731105088828,0.02017543859649123
3028,"Netrin-B, isoform B;Netrin-B, isoform G;Netrin-B",NetB,6.0719,5.8219,5.8344,5.9006,5.8951,5.912,6.1365,6.0811,0.31459999999999955,0,0,0.11382113821138211,0.035493827160493825,0.07832731105088828,0.02017543859649123
3387,Histone acetyltransferase;Histone acetyltransferase,Gcn5,5.7677,5.455,5.6427,5.7188,5.7187,5.8188,5.769,5.853,0.31400000000000006,0,0,0.11382113821138211,0.035493827160493825,0.07832731105088828,0.02017543859649123
3052,"Rho GTPase activating protein at 19D, isoform B;Rho GTPase activating protein at 19D, isoform C;LD29482p;Rho GTPase activating protein at 19D, isoform A;Rho GTPase activating protein at 19D, isoform D",;RhoGAP19D,6.209,5.8507,5.5251,5.9083,5.8605,5.9409,6.1633,6.1066,0.31259999999999977,0,0,0.11382113821138211,0.035493827160493825,0.07832731105088828,0.02017543859649123
FBgn0262473,"Toll, isoform C;Protein toll;FI21426p1",Tl;Tl-RA;Tl-RB,6.0155,5.9989,6.0737,5.9399,6.1303,6.2194,6.3111,6.2403,0.3121999999999998,0,1,0.11585365853658537,0.035493827160493825,0.08035983137609154,0.02017543859649123
FBgn0032409,Ced-12,Ced-12,6.7329,6.5264,6.5855,6.7385,6.5162,6.597,6.8379,6.8217,0.31150000000000055,1,0,0.11585365853658537,0.037037037037037035,0.07881662149954834,0.021052631578947368
FBgn0032198,Probable elongation factor 1-delta,eEF1delta,6.4955,6.0888,6.1106,6.1108,6.1698,6.1787,6.3998,6.3528,0.31099999999999994,0,0,0.11585365853658537,0.037037037037037035,0.07881662149954834,0.021052631578947368
2674,"Held out wings, isoform F;Held out wings, isoform D;Held out wings, isoform E;Protein held out wings;Protein held out wings, Isoform Maternal;Protein held out wings, Isoform C",how,6.4805,6.1443,6.0441,6.1092,5.7308,5.8323,6.4549,6.4679,0.3106,0,0,0.11585365853658537,0.037037037037037035,0.07881662149954834,0.021052631578947368
FBgn0010414,Transporter;Transporter;Sodium-dependent serotonin transporter,SerT,5.8548,6.3443,4.9096,6.3584,6.5166,6.592,6.6519,6.2381,0.30760000000000076,0,1,0.11788617886178862,0.037037037037037035,0.08084914182475159,0.021052631578947368
3399,"LD32107p (Fragment);Multi sex combs, isoform A",CG12124;mxc,5.9062,5.6528,5.4471,5.5605,5.6302,5.5727,5.9602,5.9234,0.30740000000000034,0,0,0.11788617886178862,0.037037037037037035,0.08084914182475159,0.021052631578947368
FBgn0004108,"Neurotactin, isoform C;Neurotactin",CG4382-RB;Dmel\CG4382;Nrt,7.3961,6.9255,6.9416,6.8465,6.959,6.9904,7.2328,7.2434,0.3072999999999997,0,1,0.11991869918699187,0.037037037037037035,0.08288166214995484,0.021052631578947368
FBgn0019936,40S ribosomal protein S20 (Fragment);40S ribosomal protein S20,;RpS20,7.1205,6.771,6.9562,6.819,6.8325,6.714,7.0781,6.7858,0.30710000000000015,0,0,0.11991869918699187,0.037037037037037035,0.08288166214995484,0.021052631578947368
3743,Ribosome biogenesis protein WDR12 homolog;Ribosome biogenesis protein WDR12 homolog,CG6724;Dmel\CG6724,5.3785,5.0865,5.2859,5.2596,5.2748,5.2432,5.3927,5.5776,0.3061999999999996,0,0,0.11991869918699187,0.037037037037037035,0.08288166214995484,0.021052631578947368
2317,"Dpr-interacting protein alpha, isoform B;Dpr-interacting protein alpha, isoform A",DIP-alpha,6.4789,6.0832,6.3464,6.1387,6.3319,6.3922,6.3893,6.4764,0.3061000000000007,0,0,0.11991869918699187,0.037037037037037035,0.08288166214995484,0.021052631578947368
3279,"FI20050p1;RE58428p;Uncharacterized protein, isoform A",CG18499;CG31869,5.8564,5.6984,5.6187,5.7299,5.7588,5.7797,6.0043,5.9416,0.3058999999999994,0,0,0.11991869918699187,0.037037037037037035,0.08288166214995484,0.021052631578947368
FBgn0036509,CG7739 (Fragment);CG7739 (Fragment);CG7739 (Fragment);CG7739 (Fragment);CG7739 (Fragment);RE36966p,;Dmel\CG7739,6.4549,6.281,6.2637,6.1055,6.3168,6.3179,6.586,6.4094,0.3050000000000006,0,1,0.12195121951219512,0.037037037037037035,0.08491418247515808,0.021052631578947368
3169,Uncharacterized protein,FOHSDR,6.0858,5.686,5.6692,5.7984,5.9535,5.9566,5.9905,5.9034,0.3045,0,0,0.12195121951219512,0.037037037037037035,0.08491418247515808,0.021052631578947368
3328,"Gelsolin, isoform J;Gelsolin, isoform L;Gelsolin;Gelsolin, Isoform 2;Gelsolin, Isoform K",Gel,5.5455,5.7213,5.6146,5.8212,5.6444,5.6707,6.0251,6.0426,0.30379999999999985,0,0,0.12195121951219512,0.037037037037037035,0.08491418247515808,0.021052631578947368
2744,"MIP04440p (Fragment);MIP26177p1;Uncharacterized protein, isoform A",CG11891-RD;CG33091,6.1833,5.9085,6.1784,6.1263,5.9547,5.9902,6.212,6.3907,0.30349999999999966,0,0,0.12195121951219512,0.037037037037037035,0.08491418247515808,0.021052631578947368
FBgn0042094,"GTP:AMP phosphotransferase, mitochondrial",Ak3,6.4481,6.1769,6.3039,6.3317,6.2958,6.305,6.4796,6.3675,0.30269999999999975,1,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
3463,Bystin,bys,5.854,5.5822,5.7282,5.6946,5.3369,5.3607,5.8842,5.8051,0.3019999999999996,0,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
3396,THUMP domain-containing protein 1 homolog,CG15014,5.8776,5.5782,5.6543,5.6907,5.6477,5.5853,5.8798,5.744,0.30160000000000053,0,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
3008,"Multiprotein bridging factor 1, isoform E;Multiprotein Bridging Factor 1",mbf1,6.1938,5.8659,5.8658,5.937,5.8287,5.815,6.1674,6.0724,0.3014999999999999,0,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
3669,V-type proton ATPase subunit S1,VhaAC45,5.7013,5.2742,5.476,5.3772,5.2265,5.2883,5.5755,5.6233,0.30129999999999946,0,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
FBgn0040376,"AT19803p;Arylalkylamine N-acetyltransferase-like 7, isoform A",AANATL7,6.3268,5.8602,5.915,5.7286,5.76,5.7408,6.1604,6.1812,0.30020000000000024,0,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
3702,Cupin_8 domain-containing protein;IP07882p (Fragment);IP07782p (Fragment),CG14331;CG14331-RC;Dmel\CG14331,5.6115,5.2917,5.3599,5.4489,5.159,5.1866,5.5918,5.3366,0.3001000000000005,0,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
3707,Exocyst complex component 7;Exocyst complex component 7;Exocyst complex component 7,;Exo70;exo70-RA,5.5165,5.3319,5.299,5.2831,5.108,5.2229,5.632,5.5477,0.3000999999999996,0,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
2715,"Cuticular protein 62Bc, isoform A",Cpr62Bc,6.2203,6.1604,5.9088,5.6032,6.0461,5.9732,6.46,6.7004,0.29959999999999987,0,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
3535,Short stop/Kakapo long isoform,shot,5.8659,5.5102,5.5015,5.4989,5.3141,5.2504,5.8097,5.9701,0.2995000000000001,0,0,0.12195121951219512,0.038580246913580245,0.08337097259861487,0.021929824561403508
FBgn0000536,"Ethanolamine kinase;Ethanolamine kinase, Isoform A",eas,6.0163,5.9838,6.1302,6.0094,6.0202,6.0784,6.2831,6.3098,0.29930000000000057,1,0,0.12195121951219512,0.040123456790123455,0.08182776272207166,0.02280701754385965
FBgn0029887,RH42690p,Dmel\CG3198,6.5454,6.1086,6.2884,6.1615,6.1388,6.1443,6.4076,6.4801,0.2990000000000004,0,0,0.12195121951219512,0.040123456790123455,0.08182776272207166,0.02280701754385965
3582,Serine/threonine-protein kinase ULK3;Serine/threonine-protein kinase ULK3;Serine/threonine-protein kinase ULK3,Aduk,5.6511,5.5216,5.4555,5.4417,5.3788,5.4742,5.8205,5.673,0.2988999999999997,0,0,0.12195121951219512,0.040123456790123455,0.08182776272207166,0.02280701754385965
3819,"Adh transcription factor 1, isoform E;RH44336p;Transcription factor Adf-1;Transcription factor Adf-1, Isoform A",Adf1;Adf1-RC,5.2794,5.0404,5.0263,4.9765,4.9537,4.9495,5.3386,4.994,0.2981999999999996,0,0,0.12195121951219512,0.040123456790123455,0.08182776272207166,0.02280701754385965
3747,"Lethal (3) 73Ah, isoform A",l(3)73Ah,5.4536,5.1713,5.2074,5.302,5.1746,5.152,5.4693,5.4837,0.29800000000000004,0,0,0.12195121951219512,0.040123456790123455,0.08182776272207166,0.02280701754385965
FBgn0015400,IP03113p (Fragment);RT09990p (Fragment);KEK2 (Fragment);CG4977 (Fragment);Kekkon 2,kek2;kek2-RA,6.8124,6.3502,6.2919,6.3485,6.7394,6.8005,6.6481,6.7005,0.2979000000000003,0,1,0.12398373983739837,0.040123456790123455,0.08386028304727491,0.02280701754385965
FBgn0037676,"GH27383p;Uncharacterized protein, isoform B",CG8861;Dmel\CG8861,6.6555,6.4004,6.2291,6.3759,6.6665,6.7063,6.698,6.9316,0.2976000000000001,0,1,0.12601626016260162,0.040123456790123455,0.08589280337247816,0.02280701754385965
FBgn0028523,RT10185p (Fragment);GH08155p,CG5888-RA;CT18477,7.0689,6.6251,6.5162,6.5157,7.1459,7.1554,6.9223,6.9836,0.29720000000000013,0,1,0.12804878048780488,0.040123456790123455,0.08792532369768143,0.02280701754385965
2419,GH26463p,Pask,6.7242,6.2644,6.3023,6.1941,6.0502,6.0563,6.561,6.1124,0.29659999999999975,0,0,0.12804878048780488,0.040123456790123455,0.08792532369768143,0.02280701754385965
FBgn0031981,"Multiple EGF like domains 8, isoform B;Multiple EGF like domains 8, isoform C",Megf8,5.76,5.5206,5.5151,5.2689,5.6155,5.6487,5.8168,5.5047,0.2961999999999998,0,1,0.13008130081300814,0.040123456790123455,0.08995784402288469,0.02280701754385965
3377,CHKov1;CHKov1;CHKov1;CHKov1;CHKov1;CHKov1;CHKov1;CHKov1;CHKov1 (Fragment),CG10618,5.9842,5.7088,5.7113,5.7476,5.5852,5.6094,6.0048,5.4357,0.29600000000000026,0,0,0.13008130081300814,0.040123456790123455,0.08995784402288469,0.02280701754385965
FBgn0030018,Mitogen-activated protein kinase kinase kinase;Mitogen-activated protein kinase kinase kinase;Mitogen-activated protein kinase kinase kinase;Mitogen-activated protein kinase kinase kinase,slpr;slpr-RA,6.0228,5.4115,5.3193,5.1984,5.2645,5.2573,5.7074,5.7685,0.2958999999999996,0,0,0.13008130081300814,0.040123456790123455,0.08995784402288469,0.02280701754385965
FBgn0264339,G_PROTEIN_RECEP_F3_4 domain-containing protein,CG13556;Dmel\CG43795,7.1581,6.8816,6.558,6.8889,7.1645,7.1536,7.1771,7.1728,0.29550000000000054,0,1,0.13211382113821138,0.040123456790123455,0.09199036434808792,0.02280701754385965
FBgn0261387,Serine/threonine-protein kinase CG17528,CG17528,6.438,6.3549,6.2389,6.2945,6.1111,6.1829,6.6502,6.56,0.2953000000000001,0,0,0.13211382113821138,0.040123456790123455,0.09199036434808792,0.02280701754385965
