#,CMT,GeneID,Name,#SEQ,ave_SP,SP,SP200,SP_PHO,TM_PHO,ave_GPI,XC,Others,XC_HH,Others_HH,GO_CC
1042,CMT_E,FBgn0038405,CG8927,14,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:0.857,N/A,N/A,N/A,N/A
1043,CMT_E,FBgn0033867,Cpr50Ca,12,0.722,0.583,0.917,0.667,0.083,0.000,Chitin_bind_4:0.833,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM;
1044,CMT_E,FBgn0034157,resilin,21,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:0.571,N/A,N/A,N/A,GO:0031012:extracellular matrix:ISM; GO:0032992:protein-carbohydrate complex:IDA;
1045,CMT_E,FBgn0030492,CG15754,12,0.861,0.833,0.917,0.833,0.000,0.000,Chitin_bind_4:0.333,N/A,Chitin_bind_4,N/A,N/A
1046,CMT_E,FBgn0035612,CG10625,24,0.958,0.958,0.958,0.958,0.000,0.000,Chitin_bind_4:0.208,N/A,Chitin_bind_4,Col_cuticle_N,N/A
1047,CMT_E,FBgn0036679,CG13022,12,1.000,1.000,1.000,1.000,0.000,0.000,Chitin_bind_4:0.167,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
1048,CMT_E,FBgn0263841,CG43702,8,0.917,0.875,1.000,0.875,0.000,0.000,Chitin_bind_4:0.125,N/A,N/A,N/A,GO:0005575:cellular_component:ND;
1049,CMT_E,FBgn0030495,CG11816,12,0.917,0.917,0.917,0.917,0.000,0.000,N/A,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
1050,CMT_E,FBgn0035685,CG13297,12,0.278,0.250,0.250,0.333,0.500,0.000,N/A,N/A,Chitin_bind_4,N/A,N/A
1051,CMT_E,FBgn0040588,CG13841,13,1.000,1.000,1.000,1.000,0.000,0.000,N/A,N/A,Chitin_bind_4,N/A,N/A
1052,CMT_E,FBgn0085228,CG34199,12,0.917,0.917,0.917,0.917,0.000,0.000,DUF4794:1,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
1053,CMT_E,FBgn0260763,CG42561,13,0.872,0.846,0.846,0.923,0.000,0.154,N/A,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
1054,CMT_E,FBgn0260764,CG42562,8,1.000,1.000,1.000,1.000,0.000,0.000,N/A,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
1055,CMT_E,FBgn0262605,CG43131,6,0.833,0.833,0.833,0.833,0.000,0.000,N/A,N/A,Chitin_bind_4,N/A,GO:0005575:cellular_component:ND;
1056,CMT_E,FBgn0022700,Cht4,12,0.750,0.750,0.750,0.750,0.167,0.000,CBM_14_19[CBM_14:1]; Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1057,CMT_E,FBgn0022770,Peritrophin-A,13,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1058,CMT_E,FBgn0026077,Gasp,21,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1059,CMT_E,FBgn0027600,obst-B,14,0.762,0.714,0.786,0.786,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1060,CMT_E,FBgn0030999,Mur18B,13,0.692,0.154,1.000,0.923,0.077,0.000,CBM_14_19[CBM_14:1],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
1061,CMT_E,FBgn0031097,obst-A,14,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1062,CMT_E,FBgn0031737,obst-E,16,0.875,0.875,0.875,0.875,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1063,CMT_E,FBgn0034030,CG8192,12,0.944,0.917,1.000,0.917,0.083,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1064,CMT_E,FBgn0034301,CG5756,20,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1065,CMT_E,FBgn0034580,Cht8,13,0.846,0.846,0.846,0.846,0.000,0.000,CBM_14_19[CBM_14:1]; Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1066,CMT_E,FBgn0035325,CG13806,12,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1067,CMT_E,FBgn0035412,CG14957,5,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1068,CMT_E,FBgn0035427,ckd,11,0.818,0.455,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1069,CMT_E,FBgn0035607,CG4835,12,0.639,0.583,0.667,0.667,0.250,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1070,CMT_E,FBgn0035844,CG13676,19,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1071,CMT_E,FBgn0035845,CG13675,13,0.333,0.154,0.692,0.154,0.769,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1072,CMT_E,FBgn0035931,CG13312,12,0.917,0.917,0.917,0.917,0.000,0.458,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1073,CMT_E,FBgn0036203,Muc68D,15,0.867,0.867,0.867,0.867,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
1074,CMT_E,FBgn0036220,CG5897,10,0.400,0.400,0.500,0.300,0.100,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1075,CMT_E,FBgn0036225,CG5883,14,0.929,0.929,0.929,0.929,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1076,CMT_E,FBgn0036226,CG7252,12,0.861,0.833,0.917,0.833,0.083,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1077,CMT_E,FBgn0036227,CG17826,9,0.889,0.889,0.889,0.889,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1078,CMT_E,FBgn0036228,obst-G,12,0.972,0.917,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1079,CMT_E,FBgn0036229,CG7248,12,0.583,0.583,0.583,0.583,0.000,0.208,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1080,CMT_E,FBgn0036230,CG11570,11,0.455,0.455,0.455,0.455,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1081,CMT_E,FBgn0036232,CG14125,13,0.923,0.923,0.923,0.923,0.077,0.154,CBM_14_19[CBM_14:1]; PT:0.154,N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1082,CMT_E,FBgn0036361,CG10154,10,0.767,0.700,0.800,0.800,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1083,CMT_E,FBgn0036362,CG10725,12,0.917,0.833,1.000,0.917,0.083,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1084,CMT_E,FBgn0036363,CG10140,11,0.879,0.909,0.909,0.818,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1085,CMT_E,FBgn0036940,obst-J,12,0.917,0.917,0.917,0.917,0.000,0.000,CBM_14_19[CBM_14:1],Meleagrin:0.0833; EF-hand_like:0.0833,N/A,N/A,GO:0005576:extracellular region:IEA;
1086,CMT_E,FBgn0036947,obst-F,13,0.923,0.923,0.923,0.923,0.000,0.077,"CBM_14_19[CBM_14:1, CBM_19:0.0769]",N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1087,CMT_E,FBgn0036948,CG7298,15,0.778,0.667,0.867,0.800,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1088,CMT_E,FBgn0036949,CG7290,9,0.889,0.889,0.889,0.889,0.111,0.056,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1089,CMT_E,FBgn0036950,CG6996,13,0.641,0.462,0.923,0.538,0.385,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1090,CMT_E,FBgn0036951,CG7017,13,0.744,0.692,0.846,0.692,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1091,CMT_E,FBgn0036952,CG6933,18,0.722,0.722,0.722,0.722,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1092,CMT_E,FBgn0036953,CG17145,13,0.692,0.692,0.692,0.692,0.000,0.077,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1093,CMT_E,FBgn0037487,CG14608,12,0.750,0.333,0.917,1.000,0.000,0.125,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1094,CMT_E,FBgn0037488,CG14607,12,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1095,CMT_E,FBgn0038180,Cht5,12,0.917,0.917,0.917,0.917,0.083,0.000,CBM_14_19[CBM_14:1]; Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005615:extracellular space:IDA;
1096,CMT_E,FBgn0038422,CG14880,17,0.824,0.824,0.824,0.824,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1097,CMT_E,FBgn0038492,Mur89F,15,0.556,0.400,0.667,0.600,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
1098,CMT_E,FBgn0038632,CG14301,13,0.718,0.615,0.769,0.769,0.077,0.000,CBM_14_19[CBM_14:1],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1099,CMT_E,FBgn0038643,CG14300,13,0.897,0.846,0.923,0.923,0.077,0.308,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005575:cellular_component:ND; GO:0005576:extracellular region:IEA;
1100,CMT_E,FBgn0038646,CG7715,12,0.833,0.667,1.000,0.833,0.167,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1101,CMT_E,FBgn0039042,CG13837,9,0.963,0.889,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1102,CMT_E,FBgn0040601,CG13643,18,0.630,0.556,0.667,0.667,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1103,CMT_E,FBgn0040606,CG6503,11,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,N/A
1104,CMT_E,FBgn0040607,CG14244,12,0.917,0.917,0.917,0.917,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1105,CMT_E,FBgn0040609,CG3348,12,0.000,0.000,0.000,0.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1106,CMT_E,FBgn0050293,Cht12,17,0.824,0.824,0.824,0.824,0.000,0.000,CBM_14_19[CBM_14:1]; Glyco_hydro_18:1,N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1107,CMT_E,FBgn0051077,CG31077,10,0.500,0.300,0.500,0.700,0.000,0.050,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1108,CMT_E,FBgn0051439,Muc96D,4,0.917,0.750,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
1109,CMT_E,FBgn0051973,Cda5,57,0.912,0.877,0.982,0.877,0.211,0.000,CBM_14_19[CBM_14:1]; Polysacc_deac_1:0.93,N/A,CBM_14_19[CBM_14],Polysacc_deac_2; Glyco_hydro_57,GO:0005576:extracellular region:IEA;
1110,CMT_E,FBgn0052036,CG32036,9,0.778,0.778,0.778,0.778,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1111,CMT_E,FBgn0052284,CG32284,8,0.750,0.750,0.750,0.750,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1112,CMT_E,FBgn0052302,CG32302,12,0.917,0.917,0.917,0.917,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1113,CMT_E,FBgn0052304,obst-I,10,0.900,0.900,0.900,0.900,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1114,CMT_E,FBgn0053263,CG33263,13,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1115,CMT_E,FBgn0053265,Muc68E,6,0.444,0.333,0.500,0.500,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
1116,CMT_E,FBgn0053983,obst-H,14,0.952,0.929,1.000,0.929,0.071,0.036,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1117,CMT_E,FBgn0053985,CG33985,12,1.000,1.000,1.000,1.000,0.000,0.042,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1118,CMT_E,FBgn0053986,CG33986,13,0.821,0.769,0.846,0.846,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1119,CMT_E,FBgn0085311,CG34282,12,0.944,0.917,1.000,0.917,0.167,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1120,CMT_E,FBgn0259192,CG42296,13,0.718,0.692,0.769,0.692,0.231,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1121,CMT_E,FBgn0259748,CG42397,11,0.909,0.909,0.909,0.909,0.000,0.000,CBM_14_19[CBM_14:1],Cornifin:0.0909,N/A,N/A,GO:0005576:extracellular region:IEA;
1122,CMT_E,FBgn0260386,mtg,20,0.800,0.800,0.800,0.800,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0043083:synaptic cleft:IDA; GO:0043195:terminal bouton:IDA; GO:0005576:extracellular region:IDA; GO:0005615:extracellular space:IDA;
1123,CMT_E,FBgn0260393,CG17147,16,0.750,0.750,0.750,0.750,0.125,0.125,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1124,CMT_E,FBgn0261681,CG42728,11,0.788,0.818,0.909,0.636,0.364,0.000,CBM_14_19[CBM_14:1],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1125,CMT_E,FBgn0261682,CG42729,12,0.694,0.667,0.750,0.667,0.167,0.000,CBM_14_19[CBM_14:1],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1126,CMT_E,FBgn0262854,CG43218,11,0.727,0.727,0.818,0.636,0.091,0.045,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1127,CMT_E,FBgn0262986,CG43294,10,0.400,0.400,0.400,0.400,0.100,0.000,CBM_14_19[CBM_14:1],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1128,CMT_E,FBgn0263748,CG43673,8,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:1],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1129,CMT_E,FBgn0264488,CG43896,13,0.821,0.769,0.846,0.846,0.000,0.000,CBM_14_19[CBM_14:1],Noelin-1:0.0769,N/A,N/A,GO:0005576:extracellular region:IEA;
1130,CMT_E,FBgn0025390,Mur2B,15,0.911,0.867,0.933,0.933,0.000,0.033,CBM_14_19[CBM_14:0.933],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0042600:chorion:IDA; GO:0031012:extracellular matrix:ISM;
1131,CMT_E,FBgn0250907,Cht3,15,0.600,0.600,0.600,0.600,0.200,0.000,CBM_14_19[CBM_14:0.933]; Glyco_hydro_18:1,DUF2453:0.0667,N/A,N/A,GO:0005576:extracellular region:IEA;
1132,CMT_E,FBgn0263132,Cht6,28,0.881,0.821,0.929,0.893,0.000,0.000,CBM_14_19[CBM_14:0.929]; Glyco_hydro_18:0.929,N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1133,CMT_E,FBgn0035430,CG12009,13,0.846,0.846,0.846,0.846,0.000,0.000,CBM_14_19[CBM_14:0.923],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1134,CMT_E,FBgn0039453,CG6403,13,0.769,0.769,0.769,0.769,0.000,0.000,CBM_14_19[CBM_14:0.923],N/A,CBM_14_19[CBM_14],Ibs_toxin,GO:0005576:extracellular region:IEA;
1135,CMT_E,FBgn0031000,Muc18B,11,0.909,0.909,0.909,0.909,0.000,0.045,CBM_14_19[CBM_14:0.909],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
1136,CMT_E,FBgn0040950,Muc26B,9,0.889,0.778,1.000,0.889,0.111,0.056,CBM_14_19[CBM_14:0.889],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
1137,CMT_E,FBgn0085249,CG34220,8,0.750,0.750,0.750,0.750,0.000,0.000,CBM_14_19[CBM_14:0.875],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1138,CMT_E,FBgn0085353,CG34324,8,0.708,0.625,0.750,0.750,0.000,0.000,CBM_14_19[CBM_14:0.875],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1139,CMT_E,FBgn0038629,CG14304,20,0.717,0.650,0.700,0.800,0.000,0.000,CBM_14_19[CBM_14:0.85],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1140,CMT_E,FBgn0035398,Cht7,13,0.718,0.692,0.769,0.692,0.692,0.000,CBM_14_19[CBM_14:0.846]; Glyco_hydro_18:1; Prominin:0.0769,N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1141,CMT_E,FBgn0052499,Cda4,13,0.692,0.692,0.692,0.692,0.000,0.000,CBM_14_19[CBM_14:0.846],N/A,Polysacc_deac_1,DUF2334; Glyco_hydro_57; Polysacc_deac_2; DUF3473,GO:0098595:perivitelline space:IDA;
1142,CMT_E,FBgn0040687,CG14645,13,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:0.769],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1143,CMT_E,FBgn0052656,Muc11A,7,0.857,0.857,0.857,0.857,0.000,0.000,CBM_14_19[CBM_14:0.714],N/A,N/A,N/A,GO:0005576:extracellular region:IEA; GO:0031012:extracellular matrix:ISM;
1144,CMT_E,FBgn0085320,CG34291,10,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:0.7],N/A,N/A,N/A,N/A
1145,CMT_E,FBgn0260026,CG42494,10,0.867,0.900,0.900,0.800,0.000,0.000,"CBM_14_19[CBM_14:0.7, CBM_19:0.1]",N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1146,CMT_E,FBgn0085456,CG34427,12,0.917,0.917,0.917,0.917,0.083,0.083,CBM_14_19[CBM_14:0.667],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1147,CMT_E,FBgn0040608,CG14246,8,0.000,0.000,0.000,0.000,0.000,0.000,CBM_14_19[CBM_14:0.625],N/A,CBM_14_19[CBM_14],N/A,N/A
1148,CMT_E,FBgn0040958,Peritrophin-15b,21,0.984,1.000,1.000,0.952,0.095,0.024,CBM_14_19[CBM_14:0.571],N/A,N/A,N/A,GO:0005615:extracellular space:ISS; GO:0005576:extracellular region:IEA;
1149,CMT_E,FBgn0040959,Peritrophin-15a,21,0.984,1.000,1.000,0.952,0.095,0.024,CBM_14_19[CBM_14:0.571],N/A,N/A,N/A,GO:0005615:extracellular space:ISS; GO:0005576:extracellular region:IEA;
1150,CMT_E,FBgn0035932,CG13308,11,1.000,1.000,1.000,1.000,0.000,0.091,CBM_14_19[CBM_14:0.545],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1151,CMT_E,FBgn0038645,CG7714,11,0.909,0.818,1.000,0.909,0.091,0.000,CBM_14_19[CBM_14:0.182],N/A,N/A,N/A,GO:0005576:extracellular region:IEA;
1152,CMT_E,FBgn0039452,CG14245,11,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:0.182],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1153,CMT_E,FBgn0035933,CG13309,8,1.000,1.000,1.000,1.000,0.000,0.000,CBM_14_19[CBM_14:0.125],N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA; GO:0005615:extracellular space:ISM;
1154,CMT_E,FBgn0036563,CG13075,26,0.923,0.923,0.923,0.923,0.000,0.000,"CBM_14_19[CBM_14:0.0385, CBM_19:0.0385]",N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1155,CMT_E,FBgn0053258,CG33258,26,0.923,0.923,0.923,0.923,0.000,0.000,"CBM_14_19[CBM_14:0.0385, CBM_19:0.0385]",N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1156,CMT_E,FBgn0035413,CG14958,12,0.972,0.917,1.000,1.000,0.000,0.000,N/A,N/A,CBM_14_19[CBM_19],N/A,N/A
1157,CMT_E,FBgn0035929,CG13311,14,0.929,1.000,1.000,0.786,0.214,0.000,N/A,N/A,CBM_14_19[CBM_19],N/A,N/A
1158,CMT_E,FBgn0039454,CG14247,12,0.972,0.917,1.000,1.000,0.000,0.000,N/A,N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1159,CMT_E,FBgn0052024,CG32024,6,1.000,1.000,1.000,1.000,0.000,0.000,N/A,N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1160,CMT_E,FBgn0085455,CG34426,10,1.000,1.000,1.000,1.000,0.000,0.000,N/A,N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1161,CMT_E,FBgn0260430,CG42525,14,0.905,0.929,1.000,0.786,0.000,0.000,N/A,N/A,CBM_14_19[CBM_14],N/A,GO:0005576:extracellular region:IEA;
1162,CMT_M,FBgn0004619,GluRIA,13,0.821,0.769,0.846,0.846,3.000,0.000,PBP[Lig_chan-Glu_bd:1]; Periplas_BP[ANF_receptor:1],Ion_channel[Lig_chan:1],N/A,N/A,GO:0008328:ionotropic glutamate receptor complex:IC; GO:0016021:integral component of membrane:NAS; GO:0016020:membrane:IEA;
1163,CMT_M,FBgn0010399,Nmdar1,14,0.833,0.786,0.929,0.786,4.071,0.000,"PBP[Lig_chan-Glu_bd:1, SBP_bac_3:0.0714]; Periplas_BP[ANF_receptor:1]",Ion_channel[Lig_chan:1]; CaM_bdg_C0:0.929,N/A,N/A,GO:0008328:ionotropic glutamate receptor complex:IPI; GO:0016021:integral component of membrane:IDA;
1164,CMT_M,FBgn0020429,GluRIIB,12,1.000,1.000,1.000,1.000,4.167,0.000,"PBP[Lig_chan-Glu_bd:1, SBP_bac_3:1]; Periplas_BP[ANF_receptor:1]",Ion_channel[Lig_chan:1],N/A,N/A,GO:0005886:plasma membrane:ISS; GO:0031594:neuromuscular junction:IDA; GO:0097482:muscle cell postsynaptic density:IDA; GO:0008328:ionotropic glutamate receptor complex:IMP; GO:0031594:neuromuscular junction:IDA; GO:0031594:neuromuscular junction:IDA;
1165,CMT_E,FBgn0022355,Tsf1,12,0.972,0.917,1.000,1.000,0.000,0.042,PBP[Transferrin:1],N/A,"PBP[Transferrin, Phosphonate-bd]",N/A,GO:0005576:extracellular region:IDA; GO:0005886:plasma membrane:IDA;
1166,CMT_M,FBgn0026255,clumsy,19,0.737,0.737,0.737,0.737,3.053,0.053,"PBP[Lig_chan-Glu_bd:1, SBP_bac_3:0.947]; Periplas_BP[ANF_receptor:1]",Ion_channel[Lig_chan:1],N/A,N/A,GO:0005886:plasma membrane:ISS;
1167,CMT_M,FBgn0028422,GluRIID,11,1.000,1.000,1.000,1.000,3.182,0.000,"PBP[Lig_chan-Glu_bd:1, SBP_bac_3:0.636]; Periplas_BP[ANF_receptor:1]",Ion_channel[Lig_chan:1],N/A,N/A,GO:0008328:ionotropic glutamate receptor complex:ISS; GO:0097482:muscle cell postsynaptic density:IDA; GO:0008328:ionotropic glutamate receptor complex:IMP;
1168,CMT_M,FBgn0029966,Ir7c,12,0.278,0.333,0.500,0.000,5.833,0.000,PBP[Lig_chan-Glu_bd:1],Ion_channel[Lig_chan:0.583],N/A,N/A,GO:0016020:membrane:IEA; GO:0016021:integral component of membrane:ISM;
1169,CMT_M,FBgn0031634,Ir25a,15,0.622,0.600,0.667,0.600,3.067,0.000,PBP[Lig_chan-Glu_bd:1],Ion_channel[Lig_chan:1],"Periplas_BP[Peripla_BP_6, ANF_receptor, Peripla_BP_5, ABC_sub_bind, Peripla_BP_4, Peripla_BP_1]",N/A,GO:0016020:membrane:IEA; GO:0016021:integral component of membrane:ISM; GO:0071683:sensory dendrite:IDA; GO:0005929:cilium:IDA;
1170,CMT_G,FBgn0034094,Tsf3,15,0.867,0.867,0.867,0.867,0.733,0.867,"PBP[Phosphonate-bd:0.267, Transferrin:1]",N/A,N/A,N/A,GO:0005615:extracellular space:IEA;
1171,CMT_M,FBgn0035604,Ir64a,12,0.944,0.917,1.000,0.917,4.000,0.000,PBP[Lig_chan-Glu_bd:1],Ion_channel[Lig_chan:0.917],N/A,N/A,GO:0016021:integral component of membrane:ISM; GO:0071683:sensory dendrite:IDA; GO:0071683:sensory dendrite:IDA; GO:0071683:sensory dendrite:IDA; GO:0032590:dendrite membrane:IDA;
1172,CMT_G,FBgn0036299,Tsf2,12,0.917,0.917,0.917,0.917,1.000,0.958,PBP[Transferrin:1],N/A,N/A,N/A,GO:0005576:extracellular region:ISS; GO:0005918:septate junction:IPI; GO:0055037:recycling endosome:IPI; GO:0005769:early endosome:IPI; GO:0046658:anchored component of plasma membrane:IDA; GO:0005886:plasma membrane:IDA; GO:0005829:cytosol:IDA; GO:0005886:plasma membrane:IDA;
