Leading protein IDs	Protein name	Gene name	Protein ID	Name	id	MW(kDa)	Coverage_T4T5 (%)	Peptide_count_T4T5	Peptide_ids_T4T5	Evidence_count_T4T5	Evidence_ids_T4T5	Spectral_count_T4T5	Spectrum_ids_T4T5	log10(expression)_original_T4T5	log10(expression)_normalized_T4T5	log10(expression)_imputed_T4T5	log2(ratio)_original_T4T5	log2(ratio)_normalized_T4T5	log2(ratio)_imputed_T4T5	Enriched - T4T5
Q24114;Q53XG2;Q966V5	Division abnormally delayed protein;Division abnormally delayed, isoform B;Dally	DALLY	Q24114;Q53XG2;Q966V5	DALY;Q53XG2;Q966V5	380	69.031	4.3	2	2445;3013	2	4228;5159	2	4003;4866	7.06367105393072	6.90715377770847	6.90715377770847			5.61084190837855	1
Q7K1M4	SD04017p	DMEL\CG1902	Q7K1M4	Q7K1M4	651	35.792	3.5	1	2333	1	3991	1	3769	7.06284511327705	6.9063278370548	6.9063278370548	1.88743913853921	0.471027564965874	0.471027564965874	0
Q9VL70	HL08109p	YIP2	Q9VL70;Q9NIU5	Q9VL70	282	41.61	10.1	3	607;1136;2707	3	936;1796;4670	1	843	7.06179163918401	6.90527436296176	6.90527436296176	0.568589890410875	-0.847821683162459	-0.847821683162459	0
O96299	LD47736p	SODH-2	O96299	O96299	744	38.662	4.4	1	3	1	398	1	358	7.06160324960838	6.90508597338613	6.90508597338613	0.792065960738184	-0.62434561283515	-0.62434561283515	0
Q7KVX5;Q9W4N8	VAMP-associated protein 33kDa, isoform A;LD30122p	CG5014;VAP33	Q7KVX5;Q9W4N8;A9YI35;A9YI35	Q7KVX5;Q9W4N8	255	26.771	9.8	2	1954;2208	2	3333;3783	2	3167;3572	7.06058453136087	6.90406725513862	6.90406725513862	0.903352050454256	-0.513059523119078	-0.513059523119078	0
Q9VWH4;Q9VWH4-2	Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial;Probable isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial, Isoform A	IDH3A	Q9VWH4;Q9VWH4-2	IDH3A;IDH3A	439	40.844	6.4	2	812;855	2	1281;1353	2	1164;1240	7.05926040412173	6.90274312789948	6.90274312789948	0.603175933288845	-0.813235640284489	-0.813235640284489	0
C6SUW3;P55935;Q95RG1	40S ribosomal protein S9;40S ribosomal protein S9;40S ribosomal protein S9	RPS9	C6SUW3;P55935;Q95RG1	C6SUW3;RS9;Q95RG1	485	22.623	4.1	1	1206	1	1892	1	1742	7.05918461763137	6.90266734140912	6.90266734140912	#NUM!	#NUM!	5.36108830827453	1
Q8SYG0;Q9VBH8;Q9VHE5	60S ribosomal protein L34;60S ribosomal protein L34;60S ribosomal protein L34	RPL34A;RPL34B	Q8SYG0;Q9VBH8;Q9VHE5	Q8SYG0;Q9VBH8;Q9VHE5	476	18.043	4.9	1	116	1	134	1	121	7.05759003867066	6.90107276244841	6.90107276244841	1.2341233986221	-0.182288174951231	-0.182288174951231	0
Q9VDT4	Uncharacterized protein, isoform A	BCDNA:AT09463	Q9VDT4	Q9VDT4	829	19.719	9.4	1	8	1	4180	1	3954	7.05602775808636	6.89951048186411	6.89951048186411	1.87624552364387	0.459833950070537	0.459833950070537	0
Q9V3Z4	GH11341p	RPN5	Q9V3Z4	Q9V3Z4	675	57.748	3.2	1	2510	1	4332	1	4095	7.05556944006099	6.89905216383874	6.89905216383874	#NUM!	#NUM!	5.67264505426889	1
D0IQJ2;E1JI19;Q9VVT2;Q9VVT2-2	RH67364p;I'm not dead yet, isoform D;Protein I'm not dead yet;Protein I'm not dead yet, Isoform B	INDY;INDY-RB	D0IQJ2;E1JI19;Q9VVT2;Q9VVT2-2	D0IQJ2;E1JI19;INDY1;INDY1	444	65.585	5.1	2	940;1274	2	1488;2015	2	1361;1869	7.05207803048417	6.89556075426192	6.89556075426192			5.41653722141628	1
Q95T33;Q9V9Y0	GH27380p;GH11014p	CG1607;DMEL\CG1607	Q95T33;Q9V9Y0	Q95T33;Q9V9Y0	687	14.763	8.4	1	2571	1	4428	1	4190	7.05049575888386	6.89397848266161	6.89397848266161	#NUM!	#NUM!	6.08425911116082	1
P54399;X2JGP4	Protein disulfide-isomerase;Protein disulfide-isomerase	PDI	P54399;X2JGP4;P54399-2;P54399-2	PDI;X2JGP4	251	55.781	8.1	3	1804;2733;2868	3	2981;4710;4928	3	2782;4457;4653	7.04937310015153	6.89285582392928	6.89285582392928	1.63742471186924	0.22101313829591	0.22101313829591	0
M9ND00;M9PBF6;M9PDC7;O61618;O61639;Q1WWC9;Q494K0;Q8INU2;Q8T068;Q9VIF7	Dynamin associated protein 160, isoform D;Dynamin associated protein 160, isoform G;Dynamin associated protein 160, isoform H;Dynamin associated protein isoform Dap160-1;Dynamin associated protein isoform Dap160-2;Dynamin associated protein 160, isoform C;LD42142p (Fragment);Dynamin associated protein 160, isoform B;LD23686p;Dynamin associated protein 160, isoform A	DAP160	M9ND00;M9PBF6;M9PDC7;O61618;O61639;Q1WWC9;Q494K0;Q8INU2;Q8T068;Q9VIF7	M9ND00;M9PBF6;M9PDC7;O61618;O61639;Q1WWC9;Q494K0;Q8INU2;Q8T068;Q9VIF7	550	131.719	0.7	1	1609	1	2665	1	2512	7.04937310015153	6.89285582392928	6.89285582392928	#NUM!	#NUM!	5.39164500204489	1
A1ZBJ2;C9QPI7	Uncharacterized protein, isoform B;RH10980p (Fragment)	CG7461;CG7461-RB	A1ZBJ2;C9QPI7	A1ZBJ2;C9QPI7	213	68.368	6.5	4	674;804;1962;2934	4	1048;1267;3349;5035	4	944;1151;3181;4748	7.04836410527989	6.89184682905764	6.89184682905764	1.40688948424792	-0.009522089325411	-0.009522089325411	0
P46223;X2JCS6	60S ribosomal protein L7a;60S ribosomal protein L7a	RPL7A	P46223;X2JCS6	RL7A;X2JCS6	741	30.732	3	1	2988	1	5123	1	4836	7.04727486738418	6.89075759116193	6.89075759116193	#NUM!	#NUM!	5.4177782857032	1
A0A0B4KFZ1;D1Z394;Q6NR72;Q8MLR2	Entomoglyceroporin 4, isoform F;Entomoglyceroporin 4, isoform E;Entomoglyceroporin 4, isoform A;Entomoglyceroporin 4, isoform C	EGLP4	A0A0B4KFZ1;D1Z394;Q6NR72;Q8MLR2	A0A0B4KFZ1;D1Z394;Q6NR72;Q8MLR2	432	32.447	7.1	2	762;2273	2	1203;3896	2	1093;3678	7.04626098019212	6.88974370396987	6.88974370396987			5.65716307955424	1
Q7KSQ0	LD46175p	SEA	Q7KSQ0	Q7KSQ0	584	34.094	2.8	1	1872	1	3199	1	3044	7.04469651711019	6.88817924088794	6.88817924088794	#NUM!	#NUM!	5.55782507835303	1
Q9VQM2	NADH dehydrogenase [ubiquinone] 1 subunit C2	ND-B14.5B	Q9VQM2	Q9VQM2	465	12.909	11.2	1	1117	1	1769	1	1630	7.04300840987995	6.8864911336577	6.8864911336577	0.433597857126983	-0.982813716446351	-0.982813716446351	0
A0A0B4JD11;Q9NJH0	Eukaryotic translation elongation factor 1 gamma, isoform C;Elongation factor 1-gamma	EEF1GAMMA	A0A0B4JD11;Q9NJH0	A0A0B4JD11;EF1G	182	48.968	8.8	4	1668;2108;2209;3026	4	2756;3582;3785;5179	4	2587;3397;3573;4882	7.03941411917614	6.88289684295389	6.88289684295389	0.629474086951346	-0.786937486621987	-0.786937486621987	0
A0A0B4LHT3;Q9VAS7	Innexin;Innexin inx3	INX3	A0A0B4LHT3;Q9VAS7	A0A0B4LHT3;INX3	503	45.357	4.1	1	1313	1	2144	1	2029	7.03877906955554	6.88226179333329	6.88226179333329	#NUM!	#NUM!	6.05587358845091	1
C0PDF4;C0PV64;M9PEW1;Q9I7R0	MIP06482p;MIP07547p;Uncharacterized protein, isoform E;GH04560p	APT1;CG18815-RA	C0PDF4;C0PV64;M9PEW1;Q9I7R0	C0PDF4;C0PV64;M9PEW1;Q9I7R0	440	23.755	8.1	2	816;1823	2	1288;3019	2	1170;2810	7.02800157934686	6.87148430312461	6.87148430312461			5.73679719014614	1
M9MRI2;M9PB77;M9PCL7;M9PFA5;Q0E8S4;Q24322	Semaphorin 1a, isoform F;Semaphorin 1a, isoform I;Semaphorin 1a, isoform G;Semaphorin 1a, isoform H;Semaphorin 1a, isoform D;Semaphorin-1A	SEMA-1A-RA;SEMA1A	M9MRI2;M9PB77;M9PCL7;M9PFA5;Q0E8S4;Q24322;D9PTS2;D9PTS2;D9PTS2;D9PTS2;D9PTS2;D9PTS2	M9MRI2;M9PB77;M9PCL7;M9PFA5;Q0E8S4;SEM1A	195	93.05	5.6	4	382;1782;1797;2661	5	575;2952;2974;4576;4577	5	520;2759;2775;4325;4326	7.02755345405022	6.87103617782797	6.87103617782797			4.79868371553278	1
Q9Y166	BcDNA.GH02431	DIC1	Q9Y166	Q9Y166	832	30.706	2.9	1	818	1	1290	1	1172	7.0270232545887	6.87050597836645	6.87050597836645	#NUM!	#NUM!	6.33966081651182	1
A1Z843;B9EQR0;Q3ZAN3;Q6NP22	Uncharacterized protein;FI04003p (Fragment);LD18215p;LD47325p (Fragment)	CG1371;CG1371-RA;DMEL\CG1371	A1Z843;B9EQR0;Q3ZAN3;Q6NP22;Q95SU3;Q95SU3;Q95SU3;Q95SU3	A1Z843;B9EQR0;Q3ZAN3;Q6NP22	93	130.891	9.2	8	407;830;1634;1755;2452;2861;2864;3094	8	619;1308;2706;2913;4239;4919;4922;5319	8	560;1191;2546;2728;4013;4646;4649;5049	7.02180927702234	6.86529200080009	6.86529200080009	1.51740645606463	0.1009948824913	0.1009948824913	0
A0A0B4LFK0;D6W4V4;Q9V7S5;Q9V7S5-2	Picot, isoform C;RH11868p;Putative inorganic phosphate cotransporter;Putative inorganic phosphate cotransporter, Isoform A	PICOT;PICOT-RB	A0A0B4LFK0;D6W4V4;Q9V7S5;Q9V7S5-2	A0A0B4LFK0;D6W4V4;PICO;PICO	607	56.278	2.5	1	2031	1	3463	1	3287	7.02176797268241	6.86525069646016	6.86525069646016	#NUM!	#NUM!	5.64090125370615	1
A0A0B4K661;A0A0B4KG06;A0A0B4KG68;A0A6H2EG56;C1C3D3;P06754-2;P06754-5;Q6NN28	Tropomyosin 1, isoform Q;Tropomyosin 1, isoform S;Tropomyosin 1, isoform R;Tropomyosin 1, isoform T;MIP08601p;Tropomyosin-1, isoforms 9A/A/B, Isoform A;Tropomyosin-1, isoforms 9A/A/B, Isoform L;RE21974p	CG4898-RF;TM1;TM1-RA;TM1-RF	A0A0B4K661;A0A0B4KG06;A0A0B4KG68;A0A6H2EG56;C1C3D3;P06754-2;P06754-5;Q6NN28;H1UUP7;P06754;P06754-1;P06754-3;P49455;P49455-2;Q058U3;Q6LEH1;Q8IGY1;H1UUP7;P06754;P06754-1;P06754-3;P49455;P49455-2;Q058U3;Q6LEH1;Q8IGY1;H1UUP7;P06754;P06754-1;P06754-3;P49455;P49455-2;Q058U3;Q6LEH1;Q8IGY1;H1UUP7;P06754;P06754-1;P06754-3;P49455;P49455-2;Q058U3;Q6LEH1;Q8IGY1;H1UUP7;P06754;P06754-1;P06754-3;P49455;P49455-2;Q058U3;Q6LEH1;Q8IGY1;H1UUP7;P06754;P06754-1;P06754-3;P49455;P49455-2;Q058U3;Q6LEH1;Q8IGY1;H1UUP7;P06754;P06754-1;P06754-3;P49455;P49455-2;Q058U3;Q6LEH1;Q8IGY1;H1UUP7;P06754;P06754-1;P06754-3;P49455;P49455-2;Q058U3;Q6LEH1;Q8IGY1	A0A0B4K661;A0A0B4KG06;A0A0B4KG68;A0A6H2EG56;C1C3D3;TPM1;TPM1;Q6NN28	317	29.209	8.4	2	1343;2682	2	2196;4616	1	4360	7.02024845147196	6.86373117524971	6.86373117524971	-0.624359593293285	-2.04077116686662	-2.04077116686662	0
Q4QPQ7;Q9V3W2	Complex I-B17;Complex I-B17	BG:DS09217.1;ND-B17	Q4QPQ7;Q9V3W2	Q4QPQ7;Q9V3W2	240	16.038	18.8	3	1387;2679;2888	3	2264;4613;4955	3	2134;4357;4676	7.01978073040365	6.8632634541814	6.8632634541814	2.52783285717886	1.11142128360553	1.11142128360553	1
D8FT42;F0JAK1;Q95T12;Q95T12-2;Q95T12-3	Calcium channel flower;Calcium channel flower;Calcium channel flower;Calcium channel flower, Isoform B;Calcium channel flower, Isoform C	;FLOWER-RB;FWE	D8FT42;F0JAK1;Q95T12;Q95T12-2;Q95T12-3	D8FT42;F0JAK1;FLOWR;FLOWR;FLOWR	614	17.152	10.2	1	2071	1	3527	1	3352	7.01919940105529	6.86268212483304	6.86268212483304	2.4448262524245	1.02841467885116	1.02841467885116	1
E1JHE4;Q9VKU1	Fatty acid transport protein 1, isoform F;Fatty acid transport protein 1, isoform A	FATP1	E1JHE4;Q9VKU1	E1JHE4;Q9VKU1	238	84.373	4.3	3	1375;1931;2687	3	2246;3296;4623	3	2117;3136;4366	7.01749244647728	6.86097517025503	6.86097517025503			5.61491156703939	1
Q9VC31	RabX4	RABX4	Q9VC31	Q9VC31	686	24.187	3.8	1	2569	1	4425	1	4187	7.01598810538413	6.85947082916188	6.85947082916188	#NUM!	#NUM!	6.40795603813786	1
Q8SXL4;Q9VGP3	RE09178p;FI02016p	CG6723;DMEL\CG6723	Q8SXL4;Q9VGP3	Q8SXL4;Q9VGP3	375	64.374	3.9	2	2366;3099	2	4043;5326	2	3812;5055	7.01527590668188	6.85875863045963	6.85875863045963	3.33104124846626	1.91462967489293	1.91462967489293	1
Q9VU13;X2JCD3	LD45603p;Uncharacterized protein, isoform D	CG17667-RB;EP(3)3622;EP3622	Q9VU13;X2JCD3;E1NZE1;E1NZE1	Q9VU13;X2JCD3	406	50.575	5	2	480;1154	2	743;1816	2	675;1674	7.01431048096331	6.85779320474106	6.85779320474106			4.95623264169816	1
Q86NV1	GH03002p (Fragment)	;PCB	Q86NV1;Q6NKL9	Q86NV1	2	81.604	53.3	38	94;131;132;167;168;294;317;450;515;565;629;660;662;669;741;742;754;837;851;909;1182;1320;1382;1465;1466;1585;1601;1602;2032;2271;2440;2648;2758;2759;2778;2974;2976;3150	65	101;162;163;166;167;168;170;225;230;231;436;483;684;798;799;870;968;1021;1022;1024;1037;1038;1172;1173;1174;1175;1177;1193;1194;1321;1322;1343;1344;1345;1441;1442;1858;2159;2257;2411;2413;2629;2650;2651;2655;3465;3892;3893;4218;4219;4220;4554;4555;4556;4755;4756;4788;5097;5098;5099;5100;5102;5103;5410;5411	73	92;153;154;155;156;163;208;213;214;396;435;617;721;722;787;876;919;920;922;935;936;1063;1064;1065;1068;1069;1070;1084;1205;1206;1228;1229;1322;1323;1710;2042;2126;2266;2267;2472;2473;2494;2495;2496;2497;2498;3289;3290;3675;3676;3993;3994;3995;4304;4305;4306;4307;4496;4497;4530;4810;4811;4812;4813;4814;4815;4816;4817;4818;4820;4821;5156;5157	7.01271071274179	6.85619343651954	6.85619343651954	-4.02067474295266	-5.43708631652599	-5.43708631652599	0
A0A0B4LGZ5;P46222	Ribosomal protein L11, isoform B;60S ribosomal protein L11	RPL11	A0A0B4LGZ5;P46222;Q4V5R3;Q4V5R3	A0A0B4LGZ5;RL11	391	21.112	12.5	2	2839;3035	2	4889;5190	2	4622;4893	7.01203535914953	6.85551808292728	6.85551808292728	1.0722807629463	-0.344130810627038	-0.344130810627038	0
Q8SXX1	Phosphatidylinositol 5-phosphate 4-kinase, isoform A	PIP4K	Q8SXX1	Q8SXX1	441	47.033	5	2	817;2281	2	1289;3907	2	1171;3687	7.01034236613957	6.85382508991732	6.85382508991732			5.6174112805138	1
P09180	60S ribosomal protein L4	;RPL4	P09180;Q1EBX5	RL4	351	45.026	5.2	2	1908;2070	2	3253;3525	2	3092;3350	7.00974825594855	6.8532309797263	6.8532309797263	0.945925308792603	-0.470486264780731	-0.470486264780731	0
Q9VVU2	GEO07453p1	RPL26	Q9VVU2	Q9VVU2	765	17.281	5.4	1	354	1	538	1	485	7.00915333190771	6.85263605568546	6.85263605568546	#NUM!	#NUM!	5.42873837369504	1
C6SV02;Q8MT59;Q9W499	60S ribosomal protein L35 (Fragment);60S ribosomal protein L35;60S ribosomal protein L35	RPL35;RPL35-RA	C6SV02;Q8MT59;Q9W499	C6SV02;Q8MT59;Q9W499	587	15.29	5.4	1	1876	1	3204	1	3049	7.00898320381547	6.85246592759322	6.85246592759322	#NUM!	#NUM!	5.48058930442121	1
A0A0B4LGY1;A0A0B4LGZ0;A0A0B4LI11;C4IY10;E1JIH2;E1JIH3;E8NH01;E8NH19;Q8INN5;Q8INN6;Q8INN7;Q95V19;Q9VH91;Q9VH92	Uncoordinated 115a, isoform G;Uncoordinated 115a, isoform E;Uncoordinated 115a, isoform F;AT12452p;Uncoordinated 115a, isoform C;Uncoordinated 115a, isoform B;AT12805p;AT02731p (Fragment);Uncoordinated 115b, isoform B;Uncoordinated 115b, isoform C;Uncoordinated 115b, isoform D;DUNC-115s;DUNC-115l;DUNC-115m	UNC-115-RA;UNC-115-RC;UNC-115A;UNC-115B	A0A0B4LGY1;A0A0B4LGZ0;A0A0B4LI11;C4IY10;E1JIH2;E1JIH3;E8NH01;E8NH19;Q8INN5;Q8INN6;Q8INN7;Q95V19;Q9VH91;Q9VH92;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1;A0A0B4LGY0;A0A126GUR5;E1JIH1	A0A0B4LGY1;A0A0B4LGZ0;A0A0B4LI11;C4IY10;E1JIH2;E1JIH3;E8NH01;E8NH19;Q8INN5;Q8INN6;Q8INN7;Q95V19;Q9VH91;Q9VH92	163	91.98	3.3	3	2323;2622;2651	3	3969;4514;4560	3	3746;4265;4311	7.00847241930272	6.85195514308047	6.85195514308047	0	-1.41641157357333	-1.41641157357333	0
C5WLT4;L0MPZ9;P91685	IP03318p;Metabotropic glutamate receptor, isoform B;Metabotropic glutamate receptor	MGLUR	C5WLT4;L0MPZ9;P91685	C5WLT4;L0MPZ9;GRM	749	59.377	1.5	1	3037	1	5193	1	4895	7.00825941499127	6.85174213876903	6.85174213876903	#NUM!	#NUM!	5.85922207438922	1
A0A0B4LHR4;Q8IN24;Q9BML6;Q9Y133	Metabotropic GABA-B receptor subtype 2, isoform C;Metabotropic GABA-B receptor subtype 2, isoform A;Metabotropic GABA-B receptor subtype 2;BcDNA.GH07312	GABA-B-R2	A0A0B4LHR4;Q8IN24;Q9BML6;Q9Y133	A0A0B4LHR4;Q8IN24;Q9BML6;Q9Y133	372	138.463	1.7	2	2302;2991	2	3940;5129	2	3718;4840	7.00702192557868	6.85050464935643	6.85050464935643			5.90920033710656	1
Q5U117	Enigma	EGM	Q5U117	Q5U117	243	70.808	6.9	3	1502;2151;2342	3	2473;3681;4005	3	2317;3481;3782	7.00470819654434	6.84819092032209	6.84819092032209	2.76033729495103	1.3439257213777	1.3439257213777	1
F3YDC2;Q9VVZ0	MIP29887p (Fragment);Male sterile (3) 76Ba	CG14087-RA;MS(3)76BA	F3YDC2;Q9VVZ0	F3YDC2;Q9VVZ0	774	57.146	2.2	1	430	1	651	1	588	7.00457929390221	6.84806201767996	6.84806201767996	-1.71039820880749	-3.12680978238083	-3.12680978238083	0
C9QPI3;Q961H6;Q9VM10	RH25769p;GH23019p;Scavenger receptor acting in neural tissue and majority of rhodopsin is absent, isoform A	SANTA-MARIA;SANTA-MARIA-RA	C9QPI3;Q961H6;Q9VM10	C9QPI3;Q961H6;Q9VM10	362	62.967	3.6	2	2054;2382	2	3500;4068	2	3328;3834	7.00423536635947	6.84771809013722	6.84771809013722			5.05356039016537	1
Q9W0Y6	Transient receptor potential cation channel protein painless	PAIN	Q9W0Y6;A0A0B4KEZ8;A0A0B4KFI2	PAIN	226	103.507	3.9	3	1110;1473;3069	3	1758;2425;5282	3	1619;2278;5016	7.00333125856133	6.84681398233908	6.84681398233908			5.1229440768214	1
A0A0B4LF88;A0A0B4LGC0;Q9V6K1;Q9V6K1-2	Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2;Tripeptidyl-peptidase 2, Isoform 2	TPPII	A0A0B4LF88;A0A0B4LGC0;Q9V6K1;Q9V6K1-2	A0A0B4LF88;A0A0B4LGC0;TPP2;TPP2	138	151.136	4.4	5	113;923;1308;1342;1853	5	129;1462;2136;2193;3059	5	117;1340;2023;2075;2845	7.00190670404089	6.84538942781864	6.84538942781864			5.33807716503025	1
A8JNI2;Q7YZ99;Q86BP9;Q960C4;Q9W0B0;X2J8K5	Serine-arginine repetitive matrix 2/3/4, isoform F;Serine-arginine repetitive matrix 2/3/4, isoform A;GH04236p;SD07741p;Serine-arginine repetitive matrix 2/3/4, isoform C;Serine-arginine repetitive matrix 2/3/4, isoform H	SRRM234	A8JNI2;Q7YZ99;Q86BP9;Q960C4;Q9W0B0;X2J8K5	A8JNI2;Q7YZ99;Q86BP9;Q960C4;Q9W0B0;X2J8K5	818	185.904	0.8	1	716	1	1119	1	1009	7.00091106213122	6.84439378590897	6.84439378590897	#NUM!	#NUM!	4.9640775787815	1
Q9XZ06	Nuclear pore complex protein Nup93-1	NUP93-1	Q9XZ06	NU931	325	93.852	1.9	2	1498;1766	2	2467;2928	2	2313;2740	6.999661118123	6.84314384190075	6.84314384190075	3.62206824301625	2.20565666944292	2.20565666944292	1
Q95RA9	GILT-like protein 1	GILT1	Q95RA9	GILT1	836	27.692	4.4	1	829	1	1306	1	1190	6.9976571878565	6.84113991163425	6.84113991163425	2.6493895615736	1.23297798800027	1.23297798800027	1
Q9V3G7	26S proteasome non-ATPase regulatory subunit 6	RPN7	Q9V3G7	PSMD6	626	45.381	2.1	1	2121	1	3614	1	3426	6.99636717515584	6.83984989893359	6.83984989893359	#NUM!	#NUM!	5.25203352220892	1
A0A0B4LGX5;M9PN51;M9PN90;Q9VHW1	Muscarinic acetylcholine Receptor, B-type, isoform B;Muscarinic acetylcholine receptor type b long variant;Muscarinic acetylcholine receptor type b short variant;Muscarinic acetylcholine Receptor, B-type, isoform A	CG7918;MACHR-B	A0A0B4LGX5;M9PN51;M9PN90;Q9VHW1	A0A0B4LGX5;M9PN51;M9PN90;Q9VHW1	596	83.454	1.5	1	196	1	271	1	247	6.99532800907741	6.83881073285516	6.83881073285516	#NUM!	#NUM!	6.00664370026882	1
Q9VEJ0	Peroxiredoxin 3	PRX3	Q9VEJ0	Q9VEJ0	221	26.379	20.1	4	979;1041;1306;2218	4	1549;1643;2133;3802	2	1495;2021	6.99490637244448	6.83838909622223	6.83838909622223	-1.07719601347203	-2.49360758704537	-2.49360758704537	0
A0A0S0WNY8;A8JNX5;M9NE13;M9PDC9;Q058T0;Q95RL8;Q9NFR5	Nicotinic acetylcholine receptor alpha4, isoform H;Nicotinic acetylcholine receptor alpha4, isoform C;Nicotinic acetylcholine receptor alpha4, isoform D;Nicotinic acetylcholine receptor alpha4, isoform G;RE06164p;LD20458p;Nicotinic acetylcholine receptor Dalpha 4 subunit	NACHRALPHA4;NACRALPHA-80B	A0A0S0WNY8;A8JNX5;M9NE13;M9PDC9;Q058T0;Q95RL8;Q9NFR5	A0A0S0WNY8;A8JNX5;M9NE13;M9PDC9;Q058T0;Q95RL8;Q9NFR5	773	61.157	2	1	420	1	638	1	575	6.99416752190719	6.83765024568494	6.83765024568494	#NUM!	#NUM!	5.08960156321754	1
Q9VNX2	RE69557p	SLC22A	Q9VNX2	Q9VNX2	783	63.326	2.1	1	483	1	748	1	680	6.99084922825072	6.83433195202847	6.83433195202847	#NUM!	#NUM!	5.67044850916047	1
A0A0B4KH34;P22464;P22464-2;P22464-3	Annexin;Annexin B9;Annexin B9, Isoform b;Annexin B9, Isoform c	ANXB9	A0A0B4KH34;P22464;P22464-2;P22464-3	A0A0B4KH34;ANXB9;ANXB9;ANXB9	242	35.945	9.6	3	150;1157;2133	3	199;1820;3635	3	188;1677;3445	6.98814408335184	6.8316268071296	6.8316268071296	0.932897219809799	-0.483514353763535	-0.483514353763535	0
A0A0B4LG52;Q9W237	GEO08239p1;40S ribosomal protein S16	RPS16	A0A0B4LG52;Q9W237	A0A0B4LG52;RS16	400	16.775	12.2	2	404;1672	2	616;2761	2	557;2592	6.98755901848002	6.83104174225777	6.83104174225777	1.61661791509217	0.200206341518835	0.200206341518835	0
F3YDH5;P29843;Q8IH88	AT29089p (Fragment);Heat shock 70 kDa protein cognate 1;AT28834p (Fragment)	;HSC70-1;HSC70-1-RA	F3YDH5;P29843;Q8IH88;Q8I0E9;Q7JQR9;Q95NM1;Q8I0E9;Q7JQR9;Q95NM1;Q8I0E9;Q7JQR9;Q95NM1	F3YDH5;HSP7A;Q8IH88	177	73.408	7.1	3	2315;2620;2737	3	3959;4512;4715	2	3735;4462	6.98690603138072	6.83038875515847	6.83038875515847	0.161384191169505	-1.25502738240383	-1.25502738240383	0
M9PFD8;Q6NNY5;Q7KTF7;Q7KTF8;Q7KTF9;Q86MN8;Q8IPE2;Q8T7R9;Q8T7S0;Q8T7S1;Q8T7S2;Q9VL79	Nicotinic acetylcholine receptor alpha6, isoform H;GH15518p (Fragment);Nicotinic acetylcholine receptor alpha6, isoform D;Nicotinic acetylcholine receptor alpha6, isoform E;Nicotinic acetylcholine receptor alpha6, isoform B;Nicotinic acetylcholine receptor subunit Dalpha6;Nicotinic acetylcholine receptor alpha6, isoform C;Nicotinic acetylcholine receptor Dalpha6 subunit variant type V;Nicotinic acetylcholine receptor Dalpha6 subunit variant type IV;Nicotinic acetylcholine receptor Dalpha6 subunit variant type III;Nicotinic acetylcholine receptor Dalpha6 subunit variant type II;Nicotinic acetylcholine receptor Dalpha6 subunit variant type I	NACHRALPHA6;NACRALPHA-30D	M9PFD8;Q6NNY5;Q7KTF7;Q7KTF8;Q7KTF9;Q86MN8;Q8IPE2;Q8T7R9;Q8T7S0;Q8T7S1;Q8T7S2;Q9VL79	M9PFD8;Q6NNY5;Q7KTF7;Q7KTF8;Q7KTF9;Q86MN8;Q8IPE2;Q8T7R9;Q8T7S0;Q8T7S1;Q8T7S2;Q9VL79	402	56.06	3	2	428;670	2	649;1041	2	586;937	6.986104109229	6.82958683300676	6.82958683300676			5.53720058298329	1
D0Z750;Q058Z9;Q59E14	RE72871p;IP08311p (Fragment);Uncharacterized protein	CG33543-RC;CT35363	D0Z750;Q058Z9;Q59E14	D0Z750;Q058Z9;Q59E14	184	52.627	9	4	1715;1795;1918;2492	4	2844;2971;3269;4304	4	2668;2772;3109;4072	6.98524229776822	6.82872502154597	6.82872502154597			5.83101645221006	1
P41374;X2JFR6	Eukaryotic translation initiation factor 2 subunit 1;Eukaryotic translation initiation factor 2 subunit 1	EIF2ALPHA	P41374;X2JFR6	IF2A;X2JFR6	571	38.646	3.5	1	1773	1	2939	1	2748	6.98142897127606	6.82491169505381	6.82491169505381	2.46646541427412	1.05005384070079	1.05005384070079	1
A0A650BPI2;M9NE89;P08928	Lamin Dm0 (Fragment);Lamin, isoform B;Lamin Dm0	LAM	A0A650BPI2;M9NE89;P08928	A0A650BPI2;M9NE89;LAM0	341	71.127	4	2	1731;2529	2	2876;4364	2	2697;4129	6.97995789334067	6.82344061711842	6.82344061711842			5.30611293947328	1
